,Country_Region,Confirmed,Deaths,Recovered,Active,Date,days_since_100,Confirmed_change,Confirmed_change_pct
272,Uzbekistan,1678.0,6.0,357.0,1315.0,2020-04-21,24,51.0,0.031346035648432746
273,Armenia,1473.0,24.0,633.0,816.0,2020-04-22,34,72.0,0.051391862955032064
274,Azerbaijan,1518.0,20.0,907.0,591.0,2020-04-22,27,38.0,0.025675675675675746
275,Georgia,416.0,5.0,107.0,304.0,2020-04-22,23,8.0,0.019607843137254832
276,Kazakhstan,2135.0,19.0,515.0,1601.0,2020-04-22,27,140.0,0.07017543859649122
277,Kyrgyzstan,612.0,7.0,254.0,351.0,2020-04-22,22,22.0,0.03728813559322042
278,Uzbekistan,1716.0,7.0,450.0,1259.0,2020-04-22,25,38.0,0.022646007151370773
279,Armenia,1523.0,24.0,659.0,840.0,2020-04-23,35,50.0,0.0339443312966734
280,Azerbaijan,1548.0,20.0,948.0,580.0,2020-04-23,28,30.0,0.01976284584980248
281,Georgia,425.0,5.0,111.0,309.0,2020-04-23,24,9.0,0.02163461538461542
282,Kazakhstan,2289.0,20.0,560.0,1709.0,2020-04-23,28,154.0,0.0721311475409836
283,Kyrgyzstan,631.0,8.0,302.0,321.0,2020-04-23,23,19.0,0.031045751633986818
284,Uzbekistan,1758.0,7.0,561.0,1190.0,2020-04-23,26,42.0,0.02447552447552437
285,Armenia,1596.0,27.0,728.0,841.0,2020-04-24,36,73.0,0.04793171372291538
286,Azerbaijan,1592.0,21.0,1013.0,558.0,2020-04-24,29,44.0,0.028423772609819098
287,Georgia,444.0,5.0,132.0,307.0,2020-04-24,25,19.0,0.04470588235294115
288,Kazakhstan,2482.0,25.0,604.0,1853.0,2020-04-24,29,193.0,0.08431629532546969
289,Kyrgyzstan,665.0,8.0,345.0,312.0,2020-04-24,24,34.0,0.0538827258320127
290,Uzbekistan,1804.0,8.0,621.0,1175.0,2020-04-24,27,46.0,0.026166097838452806
291,Armenia,1677.0,28.0,803.0,846.0,2020-04-25,37,81.0,0.050751879699248104
292,Azerbaijan,1617.0,21.0,1080.0,516.0,2020-04-25,30,25.0,0.01570351758793964
293,Georgia,456.0,5.0,139.0,312.0,2020-04-25,26,12.0,0.027027027027026973
294,Kazakhstan,2601.0,25.0,646.0,1930.0,2020-04-25,30,119.0,0.047945205479452024
295,Kyrgyzstan,665.0,8.0,345.0,312.0,2020-04-25,25,0.0,0.0
296,Uzbekistan,1862.0,8.0,707.0,1147.0,2020-04-25,28,58.0,0.03215077605321515
297,Armenia,1746.0,28.0,833.0,885.0,2020-04-26,38,69.0,0.041144901610017826
298,Azerbaijan,1645.0,21.0,1139.0,485.0,2020-04-26,31,28.0,0.017316017316017396
299,Georgia,486.0,6.0,149.0,331.0,2020-04-26,27,30.0,0.06578947368421062
300,Kazakhstan,2717.0,25.0,682.0,2010.0,2020-04-26,31,116.0,0.044598231449442416
301,Kyrgyzstan,682.0,8.0,370.0,304.0,2020-04-26,26,17.0,0.02556390977443601
302,Uzbekistan,1869.0,8.0,789.0,1072.0,2020-04-26,29,7.0,0.003759398496240518
303,Armenia,1808.0,29.0,848.0,931.0,2020-04-27,39,62.0,0.03550973654066447
304,Azerbaijan,1678.0,22.0,1162.0,494.0,2020-04-27,32,33.0,0.02006079027355634
305,Georgia,497.0,6.0,156.0,335.0,2020-04-27,28,11.0,0.02263374485596703
306,Kazakhstan,2835.0,25.0,720.0,2090.0,2020-04-27,32,118.0,0.04343025395656985
307,Kyrgyzstan,695.0,8.0,395.0,292.0,2020-04-27,27,13.0,0.019061583577712593
308,Uzbekistan,1904.0,8.0,892.0,1004.0,2020-04-27,30,35.0,0.01872659176029967
309,Armenia,1867.0,30.0,866.0,971.0,2020-04-28,40,59.0,0.03263274336283195
310,Azerbaijan,1717.0,22.0,1221.0,474.0,2020-04-28,33,39.0,0.023241954707985624
311,Georgia,511.0,6.0,168.0,337.0,2020-04-28,29,14.0,0.028169014084507005
312,Kazakhstan,3027.0,25.0,774.0,2228.0,2020-04-28,33,192.0,0.06772486772486763
313,Kyrgyzstan,708.0,8.0,416.0,284.0,2020-04-28,28,13.0,0.018705035971223083
314,Uzbekistan,1939.0,8.0,992.0,939.0,2020-04-28,31,35.0,0.018382352941176405
315,Armenia,1932.0,30.0,900.0,1002.0,2020-04-29,41,65.0,0.034815211569362514
316,Azerbaijan,1766.0,23.0,1267.0,476.0,2020-04-29,34,49.0,0.02853814793244025
317,Georgia,517.0,6.0,178.0,333.0,2020-04-29,30,6.0,0.011741682974559797
318,Kazakhstan,3138.0,25.0,819.0,2294.0,2020-04-29,34,111.0,0.03666997026759167
319,Kyrgyzstan,729.0,8.0,437.0,284.0,2020-04-29,29,21.0,0.029661016949152463
320,Uzbekistan,2002.0,9.0,1096.0,897.0,2020-04-29,32,63.0,0.032490974729241895
321,Armenia,2066.0,32.0,929.0,1105.0,2020-04-30,42,134.0,0.06935817805383016
322,Azerbaijan,1804.0,24.0,1325.0,455.0,2020-04-30,35,38.0,0.021517553793884536
323,Georgia,539.0,6.0,184.0,349.0,2020-04-30,31,22.0,0.042553191489361764
324,Kazakhstan,3402.0,25.0,866.0,2511.0,2020-04-30,35,264.0,0.08413001912045881
325,Kyrgyzstan,746.0,8.0,462.0,276.0,2020-04-30,30,17.0,0.023319615912208436
326,Tajikistan,15.0,0.0,0.0,15.0,2020-04-30,-3,,
327,Uzbekistan,2039.0,9.0,1133.0,897.0,2020-04-30,33,37.0,0.018481518481518577
328,Armenia,2148.0,33.0,977.0,1138.0,2020-05-01,43,82.0,0.039690222652468465
329,Azerbaijan,1854.0,25.0,1365.0,464.0,2020-05-01,36,50.0,0.027716186252771724
330,Georgia,566.0,7.0,207.0,352.0,2020-05-01,32,27.0,0.05009276437847876
331,Kazakhstan,3597.0,25.0,922.0,2650.0,2020-05-01,36,195.0,0.05731922398589062
332,Kyrgyzstan,756.0,8.0,504.0,244.0,2020-05-01,31,10.0,0.013404825737265424
333,Tajikistan,15.0,0.0,0.0,15.0,2020-05-01,-2,0.0,0.0
334,Uzbekistan,2086.0,9.0,1212.0,865.0,2020-05-01,34,47.0,0.023050514958312895
335,Armenia,2273.0,33.0,1010.0,1230.0,2020-05-02,44,125.0,0.058193668528863984
336,Azerbaijan,1894.0,25.0,1411.0,458.0,2020-05-02,37,40.0,0.02157497303128375
337,Georgia,582.0,8.0,207.0,367.0,2020-05-02,33,16.0,0.028268551236749095
338,Kazakhstan,3857.0,25.0,985.0,2847.0,2020-05-02,37,260.0,0.07228245760355856
339,Kyrgyzstan,769.0,8.0,527.0,234.0,2020-05-02,32,13.0,0.01719576719576721
340,Tajikistan,76.0,2.0,0.0,74.0,2020-05-02,-1,61.0,4.066666666666666
341,Uzbekistan,2118.0,9.0,1271.0,838.0,2020-05-02,35,32.0,0.015340364333652934
342,Armenia,2386.0,35.0,1035.0,1316.0,2020-05-03,45,113.0,0.04971403431588217
343,Azerbaijan,1932.0,25.0,1441.0,466.0,2020-05-03,38,38.0,0.020063357972544882
344,Georgia,589.0,9.0,223.0,357.0,2020-05-03,34,7.0,0.012027491408934665
345,Kazakhstan,3920.0,27.0,1084.0,2809.0,2020-05-03,38,63.0,0.016333938294010864
346,Kyrgyzstan,795.0,10.0,564.0,221.0,2020-05-03,33,26.0,0.033810143042912966
347,Tajikistan,128.0,2.0,0.0,126.0,2020-05-03,0,52.0,0.6842105263157894
348,Uzbekistan,2149.0,10.0,1319.0,820.0,2020-05-03,36,31.0,0.014636449480642133
349,Armenia,2507.0,39.0,1071.0,1397.0,2020-05-04,46,121.0,0.050712489522212856
350,Azerbaijan,1984.0,26.0,1480.0,478.0,2020-05-04,39,52.0,0.0269151138716357
351,Georgia,593.0,9.0,223.0,361.0,2020-05-04,35,4.0,0.00679117147707986
352,Kazakhstan,4049.0,29.0,1173.0,2847.0,2020-05-04,39,129.0,0.0329081632653061
353,Kyrgyzstan,830.0,10.0,575.0,245.0,2020-05-04,34,35.0,0.04402515723270439
354,Tajikistan,230.0,3.0,0.0,227.0,2020-05-04,1,102.0,0.796875
355,Uzbekistan,2189.0,10.0,1405.0,774.0,2020-05-04,37,40.0,0.018613308515588622
356,Armenia,2619.0,40.0,1111.0,1468.0,2020-05-05,47,112.0,0.04467491025129644
357,Azerbaijan,2060.0,26.0,1508.0,526.0,2020-05-05,40,76.0,0.03830645161290325
358,Georgia,604.0,9.0,240.0,355.0,2020-05-05,36,11.0,0.018549747048903775
359,Kazakhstan,4205.0,29.0,1279.0,2897.0,2020-05-05,40,156.0,0.038528031612743874
360,Kyrgyzstan,843.0,11.0,600.0,232.0,2020-05-05,35,13.0,0.015662650602409567
361,Tajikistan,293.0,5.0,0.0,288.0,2020-05-05,2,63.0,0.27391304347826084
362,Uzbekistan,2207.0,10.0,1501.0,696.0,2020-05-05,38,18.0,0.008222932846048359
363,Armenia,2782.0,40.0,1135.0,1607.0,2020-05-06,48,163.0,0.062237495227186024
364,Azerbaijan,2127.0,28.0,1536.0,563.0,2020-05-06,41,67.0,0.03252427184466011
365,Georgia,610.0,9.0,269.0,332.0,2020-05-06,37,6.0,0.009933774834437026
366,Kazakhstan,4422.0,30.0,1408.0,2984.0,2020-05-06,41,217.0,0.051605231866825196
367,Kyrgyzstan,871.0,12.0,614.0,245.0,2020-05-06,36,28.0,0.033214709371292894
368,Tajikistan,379.0,8.0,0.0,371.0,2020-05-06,3,86.0,0.29351535836177467
369,Uzbekistan,2233.0,10.0,1577.0,646.0,2020-05-06,39,26.0,0.011780697779791627
370,Armenia,2884.0,42.0,1185.0,1657.0,2020-05-07,49,102.0,0.03666427030913022
371,Azerbaijan,2204.0,28.0,1551.0,625.0,2020-05-07,42,77.0,0.036201222378937414
372,Georgia,615.0,9.0,275.0,331.0,2020-05-07,38,5.0,0.008196721311475308
373,Kazakhstan,4578.0,30.0,1518.0,3030.0,2020-05-07,42,156.0,0.03527815468113982
374,Kyrgyzstan,895.0,12.0,637.0,246.0,2020-05-07,37,24.0,0.027554535017221493
375,Tajikistan,461.0,12.0,0.0,449.0,2020-05-07,4,82.0,0.21635883905013187
376,Uzbekistan,2298.0,10.0,1656.0,632.0,2020-05-07,40,65.0,0.029108822212270402
377,Armenia,3029.0,43.0,1218.0,1768.0,2020-05-08,50,145.0,0.05027739251040231
378,Azerbaijan,2279.0,28.0,1576.0,675.0,2020-05-08,43,75.0,0.03402903811252278
379,Georgia,623.0,10.0,288.0,325.0,2020-05-08,39,8.0,0.01300813008130075
380,Kazakhstan,4834.0,31.0,1631.0,3172.0,2020-05-08,43,256.0,0.05591961555264313
381,Kyrgyzstan,906.0,12.0,650.0,244.0,2020-05-08,38,11.0,0.012290502793296021
382,Tajikistan,522.0,12.0,0.0,510.0,2020-05-08,5,61.0,0.13232104121475063
383,Uzbekistan,2325.0,10.0,1775.0,540.0,2020-05-08,41,27.0,0.011749347258485532
384,Armenia,3175.0,44.0,1267.0,1864.0,2020-05-09,51,146.0,0.04820072631231431
385,Azerbaijan,2422.0,31.0,1620.0,771.0,2020-05-09,44,143.0,0.06274681878016675
386,Georgia,626.0,10.0,297.0,319.0,2020-05-09,40,3.0,0.0048154093097914075
387,Kazakhstan,4975.0,31.0,1776.0,3168.0,2020-05-09,44,141.0,0.029168390566818303
388,Kyrgyzstan,931.0,12.0,658.0,261.0,2020-05-09,39,25.0,0.02759381898454749
389,Tajikistan,612.0,20.0,0.0,592.0,2020-05-09,6,90.0,0.17241379310344818
390,Uzbekistan,2349.0,10.0,1846.0,493.0,2020-05-09,42,24.0,0.010322580645161228
391,Armenia,3313.0,45.0,1325.0,1943.0,2020-05-10,52,138.0,0.04346456692913381
392,Azerbaijan,2519.0,32.0,1650.0,837.0,2020-05-10,45,97.0,0.04004954582989262
393,Georgia,635.0,10.0,309.0,316.0,2020-05-10,41,9.0,0.01437699680511173
394,Kazakhstan,5090.0,31.0,1941.0,3118.0,2020-05-10,45,115.0,0.02311557788944718
395,Kyrgyzstan,1002.0,12.0,675.0,315.0,2020-05-10,40,71.0,0.07626208378088073
396,Tajikistan,612.0,20.0,0.0,592.0,2020-05-10,7,0.0,0.0
397,Uzbekistan,2418.0,10.0,1881.0,527.0,2020-05-10,43,69.0,0.02937420178799499
398,Armenia,3392.0,46.0,1359.0,1987.0,2020-05-11,53,79.0,0.023845457289465744
399,Azerbaijan,2589.0,32.0,1680.0,877.0,2020-05-11,46,70.0,0.027788805081381485
400,Georgia,638.0,11.0,317.0,310.0,2020-05-11,42,3.0,0.0047244094488188
401,Kazakhstan,5207.0,32.0,2074.0,3101.0,2020-05-11,46,117.0,0.02298624754420442
402,Kyrgyzstan,1016.0,12.0,688.0,316.0,2020-05-11,41,14.0,0.013972055888223478
403,Tajikistan,661.0,21.0,0.0,640.0,2020-05-11,8,49.0,0.08006535947712412
404,Uzbekistan,2486.0,10.0,1988.0,488.0,2020-05-11,44,68.0,0.028122415219189456
405,Armenia,3538.0,47.0,1430.0,2061.0,2020-05-12,54,146.0,0.043042452830188704
406,Azerbaijan,2693.0,33.0,1680.0,980.0,2020-05-12,47,104.0,0.04016994978756272
407,Georgia,642.0,11.0,349.0,282.0,2020-05-12,43,4.0,0.006269592476489061
408,Kazakhstan,5279.0,32.0,2223.0,3024.0,2020-05-12,47,72.0,0.013827539850201687
409,Kyrgyzstan,1037.0,12.0,709.0,316.0,2020-05-12,42,21.0,0.02066929133858264
410,Tajikistan,729.0,21.0,0.0,708.0,2020-05-12,9,68.0,0.10287443267776086
411,Uzbekistan,2519.0,10.0,2010.0,499.0,2020-05-12,45,33.0,0.01327433628318575
412,Armenia,3718.0,48.0,1500.0,2170.0,2020-05-13,55,180.0,0.05087620124364056
413,Azerbaijan,2758.0,35.0,1789.0,934.0,2020-05-13,48,65.0,0.024136650575566243
414,Georgia,647.0,11.0,372.0,264.0,2020-05-13,44,5.0,0.007788161993769416
415,Kazakhstan,5417.0,32.0,2408.0,2977.0,2020-05-13,48,138.0,0.026141314642924796
416,Kyrgyzstan,1044.0,12.0,726.0,306.0,2020-05-13,43,7.0,0.0067502410800386325
417,Tajikistan,801.0,23.0,0.0,778.0,2020-05-13,10,72.0,0.09876543209876543
418,Uzbekistan,2612.0,11.0,2076.0,525.0,2020-05-13,46,93.0,0.03691941246526409
419,Armenia,3860.0,49.0,1572.0,2239.0,2020-05-14,56,142.0,0.03819257665411513
420,Azerbaijan,2879.0,35.0,1833.0,1011.0,2020-05-14,49,121.0,0.043872371283538714
421,Georgia,667.0,12.0,383.0,272.0,2020-05-14,45,20.0,0.03091190108191655
422,Kazakhstan,5571.0,32.0,2531.0,3008.0,2020-05-14,49,154.0,0.02842901975263068
423,Kyrgyzstan,1082.0,12.0,735.0,335.0,2020-05-14,44,38.0,0.03639846743295028
424,Tajikistan,907.0,29.0,0.0,878.0,2020-05-14,11,106.0,0.13233458177278412
425,Uzbekistan,2645.0,11.0,2136.0,498.0,2020-05-14,47,33.0,0.012633996937212899
426,Armenia,4044.0,52.0,1666.0,2326.0,2020-05-15,57,184.0,0.04766839378238341
427,Azerbaijan,2980.0,36.0,1886.0,1058.0,2020-05-15,50,101.0,0.03508162556443217
428,Georgia,671.0,12.0,393.0,266.0,2020-05-15,46,4.0,0.0059970014992503096
429,Kazakhstan,5689.0,34.0,2707.0,2948.0,2020-05-15,50,118.0,0.02118111649614063
430,Kyrgyzstan,1111.0,14.0,745.0,352.0,2020-05-15,45,29.0,0.026802218114602594
431,Tajikistan,1118.0,33.0,0.0,1085.0,2020-05-15,12,211.0,0.2326350606394707
432,Uzbekistan,2686.0,11.0,2158.0,517.0,2020-05-15,48,41.0,0.015500945179584225
433,Armenia,4283.0,55.0,1791.0,2437.0,2020-05-16,58,239.0,0.05909990108803176
434,Azerbaijan,3138.0,36.0,1944.0,1158.0,2020-05-16,51,158.0,0.053020134228187965
435,Georgia,683.0,12.0,419.0,252.0,2020-05-16,47,12.0,0.017883755588673722
436,Kazakhstan,5850.0,34.0,2980.0,2836.0,2020-05-16,51,161.0,0.028300228511161984
437,Kyrgyzstan,1117.0,14.0,783.0,320.0,2020-05-16,46,6.0,0.005400540054005365
438,Tajikistan,1322.0,36.0,0.0,1286.0,2020-05-16,13,204.0,0.18246869409660116
439,Uzbekistan,2738.0,11.0,2213.0,514.0,2020-05-16,49,52.0,0.0193596425912137
440,Armenia,4472.0,60.0,1925.0,2487.0,2020-05-17,59,189.0,0.04412794770021011
441,Azerbaijan,3274.0,39.0,2015.0,1220.0,2020-05-17,52,136.0,0.0433397068196304
442,Georgia,695.0,12.0,425.0,258.0,2020-05-17,48,12.0,0.017569546120058455
443,Kazakhstan,6157.0,34.0,3256.0,2867.0,2020-05-17,52,307.0,0.05247863247863238
444,Kyrgyzstan,1138.0,14.0,804.0,320.0,2020-05-17,47,21.0,0.018800358102059045
445,Tajikistan,1524.0,39.0,0.0,1485.0,2020-05-17,14,202.0,0.15279878971255667
446,Uzbekistan,2753.0,12.0,2247.0,494.0,2020-05-17,50,15.0,0.00547845142439729
447,Armenia,4823.0,61.0,2019.0,2743.0,2020-05-18,60,351.0,0.07848837209302317
448,Azerbaijan,3387.0,40.0,2055.0,1292.0,2020-05-18,53,113.0,0.03451435552840554
449,Georgia,701.0,12.0,432.0,257.0,2020-05-18,49,6.0,0.008633093525179936
450,Kazakhstan,6751.0,35.0,3469.0,3247.0,2020-05-18,53,594.0,0.09647555627740778
451,Kyrgyzstan,1216.0,14.0,827.0,375.0,2020-05-18,48,78.0,0.06854130052724083
452,Tajikistan,1729.0,41.0,0.0,1688.0,2020-05-18,15,205.0,0.13451443569553811
453,Uzbekistan,2791.0,13.0,2314.0,464.0,2020-05-18,51,38.0,0.013803123864874589
454,Armenia,5041.0,64.0,2164.0,2813.0,2020-05-19,61,218.0,0.04520008293593203
455,Azerbaijan,3518.0,41.0,2198.0,1279.0,2020-05-19,54,131.0,0.038677295541777346
456,Georgia,707.0,12.0,456.0,239.0,2020-05-19,50,6.0,0.008559201141226769
457,Kazakhstan,6751.0,35.0,3598.0,3118.0,2020-05-19,54,0.0,0.0
458,Kyrgyzstan,1243.0,14.0,898.0,331.0,2020-05-19,49,27.0,0.022203947368421018
459,Tajikistan,1936.0,41.0,641.0,1254.0,2020-05-19,16,207.0,0.11972238288027759
460,Uzbekistan,2855.0,13.0,2338.0,504.0,2020-05-19,52,64.0,0.022930849158007804
461,Armenia,5271.0,67.0,2419.0,2785.0,2020-05-20,62,230.0,0.04562586788335654
462,Azerbaijan,3631.0,43.0,2253.0,1335.0,2020-05-20,55,113.0,0.03212052302444568
463,Georgia,713.0,12.0,475.0,226.0,2020-05-20,51,6.0,0.008486562942008558
464,Kazakhstan,6969.0,35.0,3734.0,3200.0,2020-05-20,55,218.0,0.03229151236853789
465,Kyrgyzstan,1270.0,14.0,910.0,346.0,2020-05-20,50,27.0,0.021721641190667773
466,Tajikistan,2140.0,41.0,470.0,1629.0,2020-05-20,17,204.0,0.10537190082644621
467,Uzbekistan,2939.0,13.0,2372.0,554.0,2020-05-20,53,84.0,0.02942206654991253
468,Armenia,5606.0,70.0,2581.0,2955.0,2020-05-21,63,335.0,0.06355530259912734
469,Azerbaijan,3749.0,44.0,2340.0,1365.0,2020-05-21,56,118.0,0.03249793445331872
470,Georgia,721.0,12.0,485.0,224.0,2020-05-21,52,8.0,0.011220196353436185
471,Kazakhstan,7234.0,35.0,3843.0,3356.0,2020-05-21,56,265.0,0.03802554168460315
472,Kyrgyzstan,1313.0,14.0,923.0,376.0,2020-05-21,51,43.0,0.03385826771653533
473,Tajikistan,2350.0,44.0,470.0,1836.0,2020-05-21,18,210.0,0.0981308411214954
474,Uzbekistan,2964.0,13.0,2407.0,544.0,2020-05-21,54,25.0,0.008506294658046976
475,Armenia,5928.0,74.0,2874.0,2980.0,2020-05-22,64,322.0,0.057438458794149216
476,Azerbaijan,3855.0,46.0,2399.0,1410.0,2020-05-22,57,106.0,0.02827420645505474
477,Georgia,723.0,12.0,495.0,216.0,2020-05-22,53,2.0,0.00277392510402219
478,Kazakhstan,7919.0,35.0,4096.0,3788.0,2020-05-22,57,685.0,0.09469173348078508
479,Kyrgyzstan,1350.0,14.0,939.0,397.0,2020-05-22,52,37.0,0.028179741051028273
480,Tajikistan,2551.0,44.0,1089.0,1418.0,2020-05-22,19,201.0,0.08553191489361711
481,Uzbekistan,3028.0,13.0,2492.0,523.0,2020-05-22,55,64.0,0.021592442645074206
482,Armenia,6302.0,77.0,2936.0,3289.0,2020-05-23,65,374.0,0.06309041835357632
483,Azerbaijan,3982.0,49.0,2506.0,1427.0,2020-05-23,58,127.0,0.03294422827496768
484,Georgia,728.0,12.0,509.0,207.0,2020-05-23,54,5.0,0.006915629322268302
485,Kazakhstan,7919.0,35.0,4214.0,3670.0,2020-05-23,58,0.0,0.0
486,Kyrgyzstan,1365.0,14.0,957.0,394.0,2020-05-23,53,15.0,0.011111111111111072
487,Tajikistan,2738.0,44.0,1223.0,1471.0,2020-05-23,20,187.0,0.07330458643669147
488,Uzbekistan,3115.0,13.0,2532.0,570.0,2020-05-23,56,87.0,0.028731836195508675
489,Armenia,6661.0,81.0,3064.0,3516.0,2020-05-24,66,359.0,0.0569660425261822
490,Azerbaijan,4122.0,49.0,2607.0,1466.0,2020-05-24,59,140.0,0.035158211953792096
491,Georgia,730.0,12.0,522.0,196.0,2020-05-24,55,2.0,0.0027472527472527375
492,Kazakhstan,8531.0,35.0,4352.0,4144.0,2020-05-24,59,612.0,0.07728248516226799
493,Kyrgyzstan,1403.0,14.0,980.0,409.0,2020-05-24,54,38.0,0.02783882783882774
494,Tajikistan,2929.0,46.0,1301.0,1582.0,2020-05-24,21,191.0,0.06975894813732642
495,Uzbekistan,3164.0,13.0,2565.0,586.0,2020-05-24,57,49.0,0.01573033707865168
496,Armenia,7113.0,87.0,3145.0,3881.0,2020-05-25,67,452.0,0.06785767902717299
497,Azerbaijan,4271.0,51.0,2741.0,1479.0,2020-05-25,60,149.0,0.036147501213003475
498,Georgia,731.0,12.0,526.0,193.0,2020-05-25,56,1.0,0.00136986301369868
499,Kazakhstan,8969.0,35.0,4515.0,4419.0,2020-05-25,60,438.0,0.05134216387293411
500,Kyrgyzstan,1433.0,16.0,992.0,425.0,2020-05-25,55,30.0,0.021382751247327247
501,Tajikistan,3100.0,46.0,1395.0,1659.0,2020-05-25,22,171.0,0.058381700238989476
502,Uzbekistan,3189.0,13.0,2607.0,569.0,2020-05-25,58,25.0,0.00790139064475337
503,Armenia,7402.0,91.0,3220.0,4091.0,2020-05-26,68,289.0,0.04062983270068887
504,Azerbaijan,4403.0,52.0,2819.0,1532.0,2020-05-26,61,132.0,0.030906110981034907
505,Georgia,732.0,12.0,537.0,183.0,2020-05-26,57,1.0,0.001367989056087593
506,Kazakhstan,8969.0,37.0,4613.0,4319.0,2020-05-26,61,0.0,0.0
507,Kyrgyzstan,1468.0,16.0,1015.0,437.0,2020-05-26,56,35.0,0.02442428471737612
508,Tajikistan,3266.0,47.0,1417.0,1802.0,2020-05-26,23,166.0,0.05354838709677412
509,Uzbekistan,3290.0,14.0,2636.0,640.0,2020-05-26,59,101.0,0.03167137033552847
510,Armenia,7774.0,98.0,3255.0,4421.0,2020-05-27,69,372.0,0.05025668738178868
511,Azerbaijan,4568.0,54.0,2897.0,1617.0,2020-05-27,62,165.0,0.037474449239155216
512,Georgia,735.0,12.0,557.0,166.0,2020-05-27,58,3.0,0.004098360655737654
